Store Number,Store Name,Customer Segment,Address,County,Store Longitude,Store Latitude
3890,SMOKIN' JOE'S #7 TOBACCO AND LIQUOR OUTLET,Big Spenders,904  1ST AVE NW,LINN,-91.68373,41.97282
2616,HY-VEE FOOD AND DRUG / CLINTON,Champions,901 SOUTH 4TH ST,CLINTON,-90.19322,41.83653
6024,CASEY'S GENERAL STORE #1589 / GRUNDY CENTER,Big Spenders,1708 G AVE,GRUNDY,-92.78736,42.36159
3920,SMOKIN' JOE'S #11 TOBACCO AND LIQUOR OUTLET,Champions,1606 CAMANCHE AVE,CLINTON,-90.20395,41.82836
2552,HY-VEE FOOD STORE #3 (1056) / CEDAR RAPIDS,Champions,20 WILSON AVENUE WEST,LINN,-91.65857,41.95587
5663,LAKE VIEW REDEMPTION & LIQUOR STORE,Big Spenders,502 5TH ST,SAC,-95.05154,42.30774
3664,SHADE TREE LIQUORS,Champions,90 10TH ST S,WORTH,-93.21834,43.44374
4539,CASEY'S GENERAL STORE #40 / SCRANTON,Big Spenders,900 LOCUST ST,GREENE,-94.55159,42.02249
5397,CASEY'S GENERAL STORE # 2774/AMANA,Big Spenders,617 42ND AVE,IOWA,-91.87468,41.80125
4467,KUM & GO #438 / MUSCATINE,Big Spenders,1429 PARK AVE,MUSCATINE,-91.03061,41.44193
5886,BEECHER LIQUOR / DUBUQUE,Champions,1691 ASBURY RD,DUBUQUE,-90.69684,42.50069
2628,HY-VEE FOOD STORE / ELDORA,Big Spenders,1616 EDGINGTON AVE,HARDIN,-93.10374,42.3606
10096,DIVISION MART / DAVENPORT,Champions,3721 NORTH DIVISION STREET,SCOTT,-90.60069,41.55798
5010,SAC CITY FOOD PRIDE,Big Spenders,106 S 16TH ST,SAC,-95.00263,42.42243
5656,CODY MART GAS & LIQUOR,Big Spenders,1220 N CODY RD,SCOTT,-90.34437,41.6112
4001,WAL-MART 1787 / CARROLL,Champions,2014 KITTY HAWK AVE,CARROLL,-94.8935008,42.081312
3417,BIG G FOOD STORE,Champions,PO BOX 261  310 W DILLON,IOWA,-92.073,41.7907
2635,HY-VEE #4 / DAVENPORT,Champions,4064 E 53RD ST,SCOTT,-90.51377,41.57494
5070,JEFF'S MARKET / WILTON,Big Spenders,101 E 4TH ST,MUSCATINE,-91.01657,41.58874
6242,WALL TO WALL WINE AND SPIRITS / WEST DES MOINES,Champions,375 SOUTH JORDAN CREEK PARKWAY,DALLAS,-93.80947,41.56373
5857,EZ STOP II - DUBUQUE,Big Spenders,700 RHOMBERG AVENUE,DUBUQUE,-90.66344,42.51576
4250,FAREWAY STORES #882 / ELDORA,Big Spenders,1232 14TH ST,HARDIN,-93.10073,42.36105
5407,CASEY'S GENERAL STORE # 2528/ WILLIAMSBURG,Big Spenders,602 S HIGHLAND,IOWA,-92.00744,41.66066
2465,SID'S BEVERAGE SHOP,Champions,2727 DODGE ST,DUBUQUE,-90.70691,42.49199
4604,PIT STOP LIQUORS / NEWTON,Champions,"1324, 1ST AVE E",JASPER,-93.03601,41.69919
4172,SHAMROCK SPIRITS,Big Spenders,1204 WATER ST PO BOX 177,HARDIN,-93.37642,42.52046
4998,LAKE CITY FOOD CENTER,Big Spenders,820 E MAIN ST,CALHOUN,-94.72511,42.26741
4025,KARAM KAUR KHASRIYA LLC,Big Spenders,702 13TH ST,BENTON,-92.27776,41.89706
2647,HY-VEE #7 / CEDAR RAPIDS,Champions,5050 EDGEWOOD RD,LINN,-91.7014,42.03062
6119,ALLCOOL LIQUORS / WDM,Champions,5904 ASHWORTH RD,POLK,-93.78898,41.58439
4553,CASEY'S GENERAL STORE #1892 / SHEFFIELD,Big Spenders,702 E GILMAN ST,FRANKLIN,-93.20291,42.8932
6178,HY-VEE DOLLAR FRESH / MAQUOKETA,Champions,102 W. CARLISLE,JACKSON,-90.66596,42.04989
4269,TIPTON FAMILY FOODS,Champions,610 CEDAR ST,CEDAR,-91.12841,41.77177
2670,HY-VEE FOOD STORE / CORALVILLE,Champions,2004 8TH  ST,JOHNSON,-91.592,41.68238
4559,RANDY'S NEIGHBORHOOD MARKET / OSAGE,Big Spenders,633 CHASE ST,MITCHELL,-92.81154,43.2851
2678,HY-VEE FAST & FRESH / DAVENPORT,Big Spenders,3200 E KIMBERLY RD.,SCOTT,-90.52718,41.55352
4162,FAREWAY STORES #963 / CEDAR RAPIDS,Champions,4220  16TH AVE SW,LINN,-91.72671,41.96376
3907,SMOKIN' JOE'S #16 TOBACCO AND LIQUOR OUTLET,Big Spenders,1504 PARK AVE,MUSCATINE,-91.03058,41.44258
5417,CASEY'S GENERAL STORE # 2792/CEDAR RAPIDS,Big Spenders,9001 6TH STREET SW,LINN,-91.67597,41.88872
5102,WILKIE LIQUORS,Champions,724 1ST STREET NE,LINN,-91.41231,41.92012
4106,HARTIG DRUG COMPANY #3/JFK,Big Spenders,2255 JOHN F KENNEDY RD,DUBUQUE,-90.72048,42.51154
3774,EAGLE COUNTRY MARKET / DUBUQUE,Big Spenders,1800 ELM ST,DUBUQUE,-90.6658,42.51118
5687,CASEY'S GENERAL STORE #3756 / CEDAR RAPIDS,Big Spenders,4560 16TH AVE SW,LINN,-91.72846,41.96377
6269,"NEIGHBORHOOD FOOD, LIQUOR & TOBACCO / CEDAR RAPIDS",Champions,1601 6TH ST SW,LINN,-91.67711,41.96155
6199,BLIND PIG COCKTAIL BODEGA WEST DES MOINES,Big Spenders,222 1 HALF 5TH STREET VALLEY JUNCTION,POLK,-93.70913,41.57224
3912,SMOKIN' JOE'S #14 TOBACCO AND LIQUOR OUTLET,Big Spenders,225 EDGEWOOD RD. NW,LINN,-91.71601,41.9738
5949,HAWKEYE LIQUOR & TOBACCO / CEDAR RAPIDS,Champions,2000 WILEY BLVD SW STE 106,LINN,-91.72584,41.95975
2512,HY-VEE WINE AND SPIRITS #1 (1281) / IOWA CITY,Champions,1720 WATERFRONT DR,JOHNSON,-91.53043,41.6426
6331,MAIN STREET TOBACCO SHOP / MAQUOKETA,Big Spenders,113 NORTH MAIN STREET,JACKSON,-90.66551,42.06967
5716,BIG 10 MART #69,Big Spenders,2480 EAST 53RD,SCOTT,-90.49846,41.57516
5481,TOBACCO OUTLET & LIQUOR,Champions,1545 1ST AVE SE,LINN,-91.65083,41.98897
5620,CASEY'S GENERAL STORE #2874 / RICEVILLE,Big Spenders,208 W MAIN ST,HOWARD,-92.55645,43.36381
5646,IOWA SMOKE AND LIQUOR,Champions,70 KIRKWOOD COURT SW,LINN,-91.65545,41.92132
5563,CASEY'S GENERAL STORE #3082 / CARROLL,Big Spenders,510 E HWY 30,CARROLL,-94.86043,42.06403
6000,PORTERS CONVENIENCE 66 / CLINTON,Big Spenders,1512 LINCOLN WAY,CLINTON,-90.22135,41.81758
3918,SMOKIN' JOE'S #1 TOBACCO AND LIQUOR OUTLET,Big Spenders,3120 ROCKINGHAM RD,SCOTT,-90.62161,41.51004
2716,HY-VEE HAMPTON DOLLAR FRESH,Big Spenders,808 4TH ST SE,FRANKLIN,-93.20251,42.734
2527,HY-VEE FOOD STORE #5 (1151) / DES MOINES,Champions,1107 SE ARMY POST RD,POLK,-93.62878,41.5265
2671,HY-VEE  /  JEFFERSON,Champions,"106, W WASHINGTON ST",GREENE,-94.3754,42.01724
4126,SAM'S MAINSTREET MARKET / SOLON,Big Spenders,123 E MAIN ST,JOHNSON,-91.49461,41.80719
2663,HY-VEE FOOD STORE / URBANDALE,Champions,8701 DOUGLAS,POLK,-93.739,41.62934
2508,HY-VEE FOOD STORE #1 (1054) / CEDAR RAPIDS,Champions,"1843 JOHNSON AVENUE, N.W.",LINN,-91.69838,41.97449
2597,HY-VEE FOOD STORE / CHEROKEE,Champions,1300 N. SECOND,CHEROKEE,-95.55262,42.76552
5815,SUPER STOP IV - DUBUQUE,Champions,535 HILL STREET SUITE A,DUBUQUE,-90.67399,42.4968
5597,LIQUOR TOBACCO & GAS,Big Spenders,1401 CENTRAL AVE,DUBUQUE,-90.66782,42.50651
4495,CASEY'S GENERAL STORE #3055 / GRUNDY CENTER,Big Spenders,"504, G AVE",GRUNDY,-92.77044,42.36148
10102,WORLD LIQUOR AND TOBACCO PLUS VAPORS /  CHEROKEE,Big Spenders,114 SOUTH 2ND STREET,CHEROKEE,-95.55131,42.749
5739,CASEY'S GENERAL STORE #1455,Big Spenders,27470 HWY 65 SOUTH,HARDIN,-93.30968,42.30422
4806,GIRI'S LIQUOR STORE / WEST LIBERTY,Big Spenders,1006 N. COLUMBUS STREET SUITE A,MUSCATINE,-91.26061,41.57858
6092,A&S FOOD AND GAS / DAVENPORT,Big Spenders,2365 ROCKINGHAM RD,SCOTT,-90.61246,41.51459
5176,SMOKIN' JOE'S #15 TOBACCO AND LIQUOR OUTLET,Champions,455 EDGEWOOD RD NW,LINN,-91.71597,41.97805
5222,LEO1  /  CEDAR RAPIDS,Big Spenders,"1500, 1ST  AVE NE",LINN,-91.65209,41.98825
5198,RIVERSIDE LIQUOR,Champions,826 E RIVER DR,SCOTT,-90.56172,41.52491
5956,BP FUEL / DUBUQUE,Champions,1450 LORAS BLVD,DUBUQUE,-90.68726,42.50074
2200,SAC LIQUOR STORE,Champions,619 E MAIN ST,SAC,-94.97402,42.42133
5909,EZ STOP 1 / DUBUQUE,Big Spenders,1101 RHOMBERG AVE,DUBUQUE,-90.66029,42.51948
4962,HILLTOP GROCERY,Champions,1312 HARRISON ST,SCOTT,-90.57723,41.53338
4911,CASEY'S GENERAL STORE #1061 / PRINCETON,Big Spenders,500 HWY 67 N,SCOTT,-90.34095,41.67364
4566,KUM & GO #508 / CEDAR RAPIDS,Big Spenders,30 FOUR OAKS DR SW,LINN,-91.65769,41.92305
5593,GRANDVIEW MART,Big Spenders,714 GRANDVIEW AVE,MUSCATINE,-91.06337,41.40905
5749,CASEY'S GENERAL STORE #3025 / CARROLL,Big Spenders,613 US HWY 30 W,CARROLL,-94.87441,42.06853
5393,CASEY'S GENERAL STORE # 1799/ OSAGE,Need Attention,309 MAIN ST.,MITCHELL,-92.81769,43.28404
10035,LIQUOR TOBACCO & VAPE / CLINTON,Big Spenders,122 SOUTH 2ND STREET,CLINTON,-90.18828,41.84534
2561,HY-VEE FOOD STORE (1148) / FLEUR / DSM,Champions,4605 FLEUR DRIVE,POLK,-93.64495,41.54275
4284,FAREWAY STORES #559 / IOWA FALLS,Big Spenders,500 IOWA ST,HARDIN,-93.26316,42.52233
3647,WAL-MART 2889 / CLINTON,Champions,2715 SOUTH 25TH ST,CLINTON,-90.24443,41.8184
10024,HY-VEE FAST AND FRESH #2 (7591) / WEST DES MOINES,Big Spenders,9150 SOUTHEAST UNIVERSITY AVENUE,POLK,-93.83246,41.60043
5436,SMOKIN' JOE'S #8 TOBACCO AND LIQUOR OUTLET,Big Spenders,902 W. KIMBERLY RD STE 55-56,SCOTT,-90.57278,41.56035
5824,CASEY'S GENERAL STORE #1695 / SOLON,Big Spenders,203 S MARKET ST,JOHNSON,-91.49296,41.80607
5326,ALS LIQUOR,Champions,215 W. MILWAUKEE AVE,BUENA VISTA,-95.20241,42.64746
5116,NEW STAR MART  /  NEWTON,Need Attention,702 1ST AVE E,WEBSTER,-93.04541,41.69962
2535,HY-VEE FOOD STORE #1 (1887) / WDM,Champions,1700 VALLEY WEST DR.,POLK,-93.752,41.59776
6229,BEER THIRTY STORM LAKE / STORM LAKE,Champions,208 E MILWAUKEE,BUENA VISTA,-95.19911,42.64747
5888,BIG 10 MART #62 / BETTENDORF,Big Spenders,999 MIDDLE RD,SCOTT,-90.51892,41.54003
2806,OSCO #1118 / CLINTON,Champions,1307 N SECOND,CLINTON,-90.18489,41.85867
5061,CASEY'S GENERAL STORE #3382 / CEDAR,Big Spenders,"560, 33RD AVE SW",LINN,-91.67548,41.94306
3814,COSTCO WHOLESALE #788 / WDM,Champions,7205 MILLS CIVIC PKWY,DALLAS,-93.80443,41.56154
2840,CVS PHARMACY #8633 / BETTENDORF,Big Spenders,2002 SPRUCE HILLS DRIVE,SCOTT,-90.50386,41.55021
6125,GATEWAY MART / CLINTON,Champions,1930 ROOSEVELT ST,CLINTON,-90.18057,41.86701
4490,CASEY'S GENERAL STORE #2766 / CEDAR RAPIDS,Big Spenders,380 33RD AVE SW,LINN,-91.67221,41.94497
5356,CASEY'S GENERAL STORE # 3561/ CEDAR RAPIDS,Big Spenders,1532 ELLIS BLVD NW,LINN,-91.68214,41.98852
5834,CASEY'S GENERAL STORE #1417 / IOWA FALLS,Big Spenders,1223 OAK ST,HARDIN,-93.26327,42.52773
4967,JEFF'S MARKET / BLUE GRASS,Champions,"102, W MAYNE ST",SCOTT,-90.7661,41.50912
5902,GM MINIMART / MUSCATINE,Big Spenders,2307 LUCAS ST,MUSCATINE,-91.0714,41.42288
2509,HY-VEE / DRUGTOWN #1 (7020) / CEDAR RAPIDS,Champions,1520 6TH ST SW,LINN,-91.67707,41.96233
5533,FAREWAY STORES #183 / FLEUR,Champions,4313 FLEUR DR,POLK,-93.64493,41.54501
5781,CASEY'S GENERAL STORE #2898 / CLARENCE,Big Spenders,93 LOMBARD ST,CEDAR,-91.06606,41.88873
4547,FAREWAY STORES #902 / HAMPTON,Big Spenders,309 CENTRAL AVE WEST,FRANKLIN,-93.21165,42.74173
6332,KWIK STAR #1107 / CEDAR RAPIDS,Big Spenders,1900 16TH AVE SW,LINN,-91.69924,41.96255
4116,LAKE VIEW FOODS,Big Spenders,223 MAIN ST,SAC,-95.05168,42.30522
6151,UNIVERSITY LIQUORS / WDM,Big Spenders,9250 UNIVERSITY AVE UNIT 115,POLK,-93.834244,41.599769
5441,LIQUOR ON THE CORNER,Champions,300 EAST MAIN,CHEROKEE,-95.54647,42.74958
2573,HY-VEE FOOD STORE / MUSCATINE,Champions,2400 2ND AVE,MUSCATINE,-91.03549,41.45015
5118,KWIK STOP #82  /  PEOSTA,Need Attention,"185, PEOSTA ST",DUBUQUE,-90.8504,42.44283
5340,KUM & GO #532/ WEST DSM,Big Spenders,5901 MILLS CIVIC PKWY #2000,POLK,-93.78501,41.55918
5734,FAREWAY STORES #193 / TIFFIN,Champions,500 CROELL AVENUE,JOHNSON,-91.65724,41.70784
5799,CASEY'S GENERAL STORE #2472 / NICHOLS,Big Spenders,1334 HWY 22,MUSCATINE,-91.30382,41.48112
3934,WAL-MART 1509 / MAQUOKETA,Champions,103 E CARLISLE,JACKSON,-90.66292,42.04869
3618,WAL-MART 2716 / CEDAR RAPIDS,Champions,3601 29TH AVE SW,LINN,-91.71824,41.94922
6203,WORLD LIQUOR & TOBACCO + VAPORS / WAUKEE,Need Attention,23 NE CAREFREE LANE,DALLAS,-93.86911,41.61605
3841,HARTIG DRUG COMPANY #2 / LOCUST,Big Spenders,157 LOCUST ST,DUBUQUE,-90.66545,42.4953
5969,CASEY'S GENERAL STORE #3288 / BLUE GRASS,Big Spenders,301 E. MAYNE ST,SCOTT,-90.76281,41.50912
2576,HY-VEE WINE AND SPIRITS / STORM LAKE,Champions,1250 N LAKE ST,BUENA VISTA,-80.34522,42.02256
6237,SMOKIN' JOE'S TOBACCO & LIQUOR OUTLET #03 / CLINTON,Big Spenders,902 NORTH 2ND STREET,CLINTON,-90.18652,41.85358
5496,DHAKALS LLC,Champions,3108 W CENTRAL PARK AVE,SCOTT,-90.62028,41.54542
6219,CASEY'S #4025 / MUSCATINE,Big Spenders,4701 HWY 61,MUSCATINE,-91.12142,41.3714
5682,AMBYSURE INC / CLINTON,Champions,1641 S BLUFF BLVD,CLINTON,-90.22439,41.83363
5708,BROTHERS MARKET / WILLIAMSBURG,Big Spenders,103 W. WALNUT,IOWA,-92.00797,41.66282
3749,WAL-MART 1526 / STORM LAKE,Champions,1831 LAKE AVE NW,BUENA VISTA,-95.20073,42.66413
6233,QUICK STOP #1430 / CEDAR RAPIDS,Champions,1430 1ST AVE NE,LINN,-91.65267,41.98792
4638,GD XPRESS / DAVENPORT,Champions,4607 N PINE ST,SCOTT,-90.61021,41.5675
5138,KELLOGG COUNTRY STORE,Big Spenders,"103, BLAIR ST",JASPER,-92.9031,41.71438
3563,WAL-MART 0559 / MUSCATINE,Champions,3003 NORTH HIGHWAY 61,MUSCATINE,-91.02383,41.45632
5570,CASEY'S GENERAL STORE #2776 / CEDAR RAPIDS,Big Spenders,701 ELLIS BLVD NW,LINN,-91.682,41.97947
4677,COSTCO WHOLESALE #1111 / CORALVILLE,Champions,2900 HEARTLAND DR,JOHNSON,-91.61644,41.69696
5553,CASEY'S GENERAL STORE #2222 / CLINTON,Big Spenders,1107 13TH AVE N,CLINTON,-90.2113,41.85933
5776,CASEY'S GENERAL STORE #2890 / WEST LIBERTY,Need Attention,402 W 15TH ST,MUSCATINE,-91.26631,41.58325
4230,FAREWAY STORES #106 / CLIVE,Potential Loyalist,10151 UNIVERSITY AVE,POLK,-93.75686,41.60044
5555,SUB EXPRESS & GAS,Big Spenders,4307 W LOCUST ST,SCOTT,-90.63733,41.53816
4157,FAREWAY STORES #993 / NORTH LIBERTY,Champions,615 WESTWOOD DR   P.O BOX 96,JOHNSON,-91.60865,41.74111
4617,LICKETY LIQUOR,Champions,2501 HUBBELL AVE,POLK,-93.5702,41.60763
2662,HY-VEE WINE & SPIRITS / MUSCATINE,Champions,"522 MULBERRY, SUITE A",MUSCATINE,-91.04435,41.42662
4710,WALGREENS #09708 / DUBUQUE,Need Attention,55 JOHN F KENNEDY RD,DUBUQUE,-90.71528,42.49327
5606,SA TOBACCO LIQUOR MART / CLINTON,Big Spenders,320 N 4TH ST,CLINTON,-90.19323,41.84832
5542,CASEY'S GENERAL STORE #2578 / MAQUOKETA,Need Attention,801 E PLATT,JACKSON,-90.65661,42.06919
4915,CASEY'S GENERAL STORE #2429 / BETTENDORF,Big Spenders,"3902, STATE ST",SCOTT,-90.47859,41.53062
4068,SA PETRO MART,Big Spenders,136  1ST ST,POLK,-93.70333,41.57076
5092,KUM & GO #3035 / WEST DES MOINES,Champions,7265 VISTA DR,POLK,-93.80753,41.58907
3650,"SPIRITS, STOGIES AND STUFF",Champions,118 SOUTH MAIN ST.,IDA,-95.54476,42.48869
4663,CASEY'S GENERAL STORE #3077 / PEOSTA,Big Spenders,236 PEOSTA ST,DUBUQUE,-90.85038,42.4441
4310,FAREWAY STORES #502 / CHEROKEE,Champions,205 WEST BLUFF ST,CHEROKEE,-95.55188,42.7551
6327,PRIMESTAR / MARENGO,Big Spenders,395 WESTERN AVENUE,IOWA,-92.07436,41.79301
2630,HY-VEE DRUGSTORE #2 / WDM,Champions,1010  60TH ST,POLK,-93.79055,41.58492
4051,FAREWAY STORES #639 / MAQUOKETA,Champions,110 WESTGATE DR,JACKSON,-90.68062,42.06742
3959,HARTIG DRUG COMPANY #8/UNIVERSITY,Big Spenders,1600 UNIVERSITY AVE,DUBUQUE,-90.68744,42.49841
5307,FAREWAY STORES #167/JOHNSTON,Champions,6005 MERLE HAY ROAD,POLK,-93.69769,41.67024
10065,MADELLA WINE AND SPIRITS / BETTENDORF,Champions,3263 MOENCKS COURT UNIT 3265,SCOTT,-90.44919,41.55596
5594,DEPOT NORWAY,Big Spenders,117 E RAILROAD ST,BENTON,-91.92114,41.90257
4158,FAREWAY STORES #409 / CARROLL,Champions,709 MONTEREY DR,CARROLL,-94.85063,42.06565
5064,CASEY'S GENERAL STORE #2777 / FAIRFA,Big Spenders,"65, WILLIAMS BLVD",LINN,-91.77904,41.92916
3776,WAL-MART 5115 / DAVENPORT,Champions,3101 WEST KIMBERLY RD,SCOTT,-90.6227,41.56015
6067,FAST AVE ONE STOP / MUSCATINE,Big Spenders,2111 PARK AVE,MUSCATINE,-91.0303,41.44704
5482,IOWA MINI MART,Champions,234 W 3RD ST,SCOTT,-90.57658,41.52245
4163,FAREWAY STORES #461 / STORM LAKE,Big Spenders,731 SENECA ST,BUENA VISTA,-95.1969,42.64677
4518,CASEY'S GENERAL STORE #2824 / WDM,Big Spenders,6630 MILLS CIVIC PARKWAY,POLK,-93.79872,41.56183
4137,FAREWAY STORES #989 / WAUKEE,Big Spenders,200 SE LAUREL ST,DALLAS,-93.86911,41.61403
4694,RINA MART LLC / DAVENPORT,Big Spenders,3815 WEST KIMBERLY ROAD,SCOTT,-90.63136,41.5617
5226,KC BROTHERS,Champions,214 MYRTLE ST,SCOTT,-90.58918,41.52172
5813,CASEY'S GENERAL STORE #2791 / CEDAR RAPIDS,Big Spenders,9125 ATLANTIC DR SW,LINN,-91.67931,41.89141
3806,TARGET STORE T-1901 / WDM,Champions,5405 MILLS CIVIC PKWY,POLK,-93.77914,41.55923
4956,THE COOLER,Big Spenders,"4920, JOHNSON AVE NW",LINN,-91.7343,41.96805
4552,CASEY'S GENERAL STORE #2493 / BUFFALO,Big Spenders,222 W FRONT ST,SCOTT,-90.71851,41.45595
4562,CASEY'S GENERAL STORE #2989 / MECHANICSVILLE,Big Spenders,206 SHORT ST,CEDAR,-91.25786,41.90312
2626,HY-VEE DRUGSTORE / UNIVERSITY / DSM,Champions,4100 UNIVERSITY AVE,POLK,-93.75979,41.60044
5814,EICHMAN ENTERPRISES INC / SAGEVILLE,Big Spenders,11941 HWY 52 N,DUBUQUE,-90.72074,42.56616
4594,QUIK TRIP #554 / SW 63RD DM,Big Spenders,901 SW 63RD ST,POLK,-93.70255,41.56986
5354,KIMMES WALL LAKE,Big Spenders,129 CENTER STREET,SAC,-95.09061,42.27132
5735,SUPER SAVER LIQUOR -MUSCATINE,Big Spenders,1510 A ISETT AVENUE,MUSCATINE,-91.04356,41.43895
2568,HY-VEE FOOD STORE #4 / CEDAR RAPIDS,Big Spenders,1556 1ST AVE NE,LINN,-91.65094,41.98891
5617,CASEY'S GENERAL STORE #2513 / NASHUA,Big Spenders,100 AMHERST BLVD,CHICKASAW,-92.54574,42.95356
5444,DECORAH MART / MARSHALLTOWN,Champions,11 N 3RD AVE,MARSHALL,-92.90803,42.05011
5399,CASEY'S GENERAL STORE # 1876/MANLY,Big Spenders,505 HWY 65 S,WORTH,-93.21094,43.28341
5383,CASEY'S GENERAL STORE # 1753/ NORTHWOOD,Big Spenders,101 8TH ST. N,WORTH,-93.2209,43.44547
5692,LOCUST MART / DAVENPORT,Big Spenders,11423 160TH ST,SCOTT,-90.6803,41.53819
6059,CASEY'S GENERAL STORE #1793 / IOWA FALLS,Big Spenders,1801 WASHINGTON AVE,HARDIN,-93.27964,42.51967
4070,GRIEDER BEVERAGE DEPOT,Champions,708  13TH ST,BENTON,-92.27723,41.89707
5795,CASEY'S GENERAL STORE #61 / WILTON,Big Spenders,624 W 5TH ST,MUSCATINE,-91.02618,41.59003
5404,THE DEPOT OXFORD LLC,Big Spenders,220 N AUGUSTA AVE,JOHNSON,-91.79066,41.72465
5873,WEST D LIQUORS,Champions,5014 EP TRUE PKWY,POLK,-93.77234,41.57175
5108,TOBACCO 4 LESS / STATE ST,Need Attention,1032 STATE ST,SCOTT,-90.51827,41.52504
5621,SUN MART,Big Spenders,2920 WEST LOCUST STREET,SCOTT,-90.61995,41.53817
4013,WAL-MART 0841 / TIPTON,Big Spenders,1126 HIGHWAY 38 NORTH,CEDAR,-91.12746,41.78643
5532,THE FOOD CENTER,Big Spenders,215 W 4TH ST,MITCHELL,-92.92087,43.37848
10070,LE CLAIRE GROCERY STORE / LE CLAIRE,Big Spenders,536 NORTH CODY ROAD,SCOTT,-90.34381,41.60326
5206,BROTHERS MARKET  /  GRUNDY CENTER,Big Spenders,1400 G  AVE,GRUNDY,-92.78209,42.36156
10058,WESTSIDE GROCERY / DAVENPORT,Big Spenders,1802 WEST 7TH STREET,SCOTT,-90.60132,41.52677
6290,S & S MEATS AND SPIRITS / OSAGE,Big Spenders,508 MAIN STREET,MITCHELL,-92.81398,43.28406
4766,KEYWEST CONOCO / DUBUQUE,Need Attention,2150 TWIN VALLEY DR,DUBUQUE,-90.67433,42.45981
5916,ANOTHER ROUND / DEWITT,Champions,622 S 6TH AVE,CLINTON,-90.53908,41.80942
10045,COUNTRY FOODS / BELLE PLAINE,Big Spenders,1206 7TH AVE.,BENTON,-92.27826,41.89664
6061,BROOKLYN GROCERY,Need Attention,122 E FRONT ST,POWESHIEK,-92.44518,41.72856
5403,GOLDEN MART,Big Spenders,1026 W RIVER DRIVE,SCOTT,-90.58837,41.52016
5794,CASEY'S GENERAL STORE #1922 / WALCOTT,Big Spenders,780 N MAIN ST,SCOTT,-90.77458,41.59208
5819,KIMMES COUNTRY STORE ALTA 05 #303,Need Attention,303 E HWY 7,BUENA VISTA,-95.302,42.67533
4747,WALGREENS #11709 / DAVENPORT,Need Attention,1805 BRADY ST,SCOTT,-90.57403,41.5378
5071,JEFF'S MARKET / DURANT,Big Spenders,408 6TH AVE,CEDAR,-90.91174,41.60058
5588,CASEY'S GENERAL STORE #2533 / MARENGO,Need Attention,2157 HWY 6 TRAIL,IOWA,-92.07329,41.78953
5846,ROCKINGHAM LIQUOR - DAVENPORT,Champions,2423 ROCKINGHAM ROAD,SCOTT,-90.61345,41.51414
2698,HY-VEE GAS #4 - WDM,Need Attention,665 SOUTH 51ST STREET,POLK,-93.77283,41.55982
2521,HY-VEE FOOD AND DRUG (1888) / GRAND / WDM,Champions,1990 GRAND AVENUE,POLK,-93.7314,41.57151
5190,GUPPY'S ON THE GO / WALFORD,Need Attention,200 HWY 151 E,LINN,-91.83344,41.87841
10072,EXPRESS MART / MUSCATINE,Big Spenders,4804 US 61,MUSCATINE,-91.12141,41.37156
6212,CROSSROADS / HAMPTON,Big Spenders,4 4TH STREET SOUTHEAST,FRANKLIN,-93.20248,42.74154
5159,KIMMES ROCKWELL CITY COUNTRY STORE #,Big Spenders,"730, HIGH ST",CALHOUN,-94.63884,42.39881
3805,WASHINGTON STREET MINI MART,Champions,1601 WASHINGTON ST,SCOTT,-90.59627,41.53595
4184,FAREWAY STORES #998 / MUSCATINE,Big Spenders,2100 CEDAR PLAZA DR,MUSCATINE,-91.08189,41.43537
4719,WALGREENS #06677 / WEST DES MOINES,Need Attention,4900 MILLS CIVIC PKWY,POLK,-93.77001,41.55913
6141,KJ'S CONVENIENCE & DELI / MAQUOKETA,Big Spenders,916 WEST PLATT,JACKSON,-90.67721,42.06901
3488,BENDER'S FOODS,Champions,400 S SECOND,JACKSON,-90.42298,42.25545
5359,FAREWAY STORES #168/ PEOSTA,Champions,8400 NICC DRIVE,DUBUQUE,-90.84849,42.44482
5329,DIVA & TEJ GAS & FOOD,Big Spenders,2293 HWY 30,CLINTON,-90.64632,41.82803
2683,HY-VEE FAST & FRESH / WDM,Big Spenders,425 S JORDAN CREEK PKWY,POLK,-93.80946,41.56264
5998,WILTON EXPRESS,Big Spenders,1300 NICOLAUS DR,IOWA,-91.03476,41.58997
3738,HARTIG DRUG COMPANY #4 / DUBUQUE,Big Spenders,2225 CENTRAL AVE,DUBUQUE,-90.6715,42.51383
5804,CASEY'S GENERAL STORE #2030 / CLINTON,Big Spenders,1336 CAMANCHE AVE,CLINTON,-90.20001,41.83132
6139,SUPER SAVER TOBACCO & LIQUOR / DAVENPORT,Big Spenders,1610 ROCKINGHAM RD,SCOTT,-90.59935,41.52026
4371,KUM & GO #50 / WEST DES MOINES,Big Spenders,745 S 51ST ST,POLK,-93.77348,41.55849
4540,CASEY'S GENERAL STORE #2915 / BELLEVUE,Big Spenders,1104 N RIVERVIEW ST,JACKSON,-90.42779,42.26836
4110,"BROTHERS MARKET, INC.",Big Spenders,706 HIGHWAY 57,BUTLER,-92.7852,42.57036
6072,PEARL CITY TOBACCO & LIQUOR OUTLET / MUSCATINE,Big Spenders,200 GREEN ST,MUSCATINE,-91.05788,41.41386
6046,CASEY'S GENERAL STORE #2150 / WDM,Big Spenders,2125 GRAND AVE,POLK,-93.734597,41.56575
