Store Number,Store Name,Customer Segment,Address,County,Store Longitude,Store Latitude
10089,CASEY'S #4306 / FAIRFIELD,Big Spenders,1601 WEST BURLINGTON AVENUE,JEFFERSON,-91.98309,41.00646
5836,CASEY'S GENERAL STORE #1612 / MOUNT PLEASANT,Need Attention,400 W WASHINGTON ST,HENRY,-91.5579,40.96593
5986,CASEY'S GENERAL STORE #2366 / OSKALOOSA,Need Attention,1809 9TH AVE E,MAHASKA,-92.62302,41.28717
5213,GARNER ONE STOP,Need Attention,"2506, 280TH  ST",LEE,-91.43012,40.55223
4578,CASEY'S GENERAL STORE #2592 / FARMINGTON,Big Spenders,201 S 4TH ST,VAN BUREN,-91.74012,40.63988
4529,CASEY'S GENERAL STORE #3262 / BUFFALO,Big Spenders,101 1ST ST NE,WINNEBAGO,-93.94538,43.38641
6193,HY-VEE C STORE #5 / CEDAR RAPIDS,Need Attention,1440 32ND ST. NE,LINN,-91.65767,42.01038
5279,CASEY'S GENERAL STORE # 2560/ AMES,Big Spenders,3020 DUFF AVE,STORY,-93.61876,42.05121
5838,CASEY'S GENERAL STORE #2306 / NEVADA,Big Spenders,1136 LINCOLN HWY,STORY,-93.44414,42.02276
4519,CASEY'S GENERAL STORE #2923 / WDM,Potential Loyalist,1850 22ND ST,POLK,-93.73691,41.5999
6015,CASEY'S GENERAL STORE #19 / MASON CITY,Need Attention,813 N FEDERAL AVE,CERRO GORDO,-93.20108,43.15968
6005,CASEY'S GENERAL STORE #2865 / CEDAR FALLS,Big Spenders,5908 NORDIC DR,BLACK HAWK,-92.44762,42.48455
5552,CASEY'S GENERAL STORE #2905 / AMES,Big Spenders,3612 STANGE RD,STORY,-93.64486,42.05672
2836,CVS PHARMACY #8546 / WATERLOO,Need Attention,205 FRANKLIN STREET,BLACK HAWK,-92.33733,42.50337
4739,WALGREENS #05306 / COUNCIL BLUFFS,Need Attention,301 W BENNETT AVE,POTTAWATTAMIE,-95.82829,41.24451
5035,CASEY'S GENERAL STORE #3205 / COUNCI,Big Spenders,19900 VIRGINIA HILLS RD,POTTAWATTAMIE,-95.8058,41.23204
5055,LATIMER COMMUNITY GROCERY,Need Attention,"110, S  AKIR  ST",FRANKLIN,-93.36826,42.76305
5283,MALIK'S #3 / MASON CITY,Big Spenders,1303 4TH ST SW,CERRO GORDO,-93.22154,43.14835
10053,JJ GAS AND FOOD / SPRINGVILLE,Big Spenders,510 1ST AVENUE,LINN,-91.44569,42.05333
5883,KIMMES HUMBOLDT COUNTRY STORE #14,Big Spenders,411 13TH ST,HUMBOLDT,-94.22683,42.72619
5477,CASEY'S GENERAL STORE #3293 / MARQUETTE,Big Spenders,103 1ST ST,CLAYTON,-91.17819,43.04439
4543,CASEY'S GENERAL STORE #2924 / MARION,Big Spenders,1100 EAGLE VIEW DR,LINN,-91.55341,42.03655
5450,CASEY'S GENERAL STORE # 2211/ FORT DODGE,Big Spenders,2007 N 15TH STREET,WEBSTER,-94.178,42.52695
4929,CASEY'S GENERAL STORE #1680 / ADEL,Big Spenders,816 GREENE ST,DALLAS,-94.01845,41.61438
6042,COUNTRYSIDE MARKET / MINDEN,Potential Loyalist,300 MAIN ST,POTTAWATTAMIE,-95.54175,41.46696
4873,CASEY'S GENERAL STORE #2559 / GRANGER,Big Spenders,"1802, SYCAMORE ST",DALLAS,-93.82442,41.75838
4858,HWY 34 TRUCKSTOP,Need Attention,4305 W MT PLEASANT,DES MOINES,-91.20795,40.82657
4472,QUICK SHOP FOODS / CENTERVILLE,Potential Loyalist,1023 SOUTH MAIN,APPANOOSE,-92.87418,40.72506
5355,CASEY'S GENERAL STORE # 3523/ ELDRIDGE,Big Spenders,26701 SCOTT PARK RD.,SCOTT,-90.54906,41.69482
6021,CASEY'S GENERAL STORE #2315 / CORYDON,Need Attention,220 N WASHINGTON ST,WAYNE,-93.31801,40.75866
5758,CASEY'S GENERAL STORE #51 / HUMBOLDT,Potential Loyalist,907 13TH ST N,HUMBOLDT,-94.22706,42.7314
4790,MEDIAPOLIS FAST BREAK,Need Attention,"109, WAPELLO ST",DES MOINES,-91.17004,41.0079
10051,KWIK STAR #1172 / MARION,Big Spenders,3055 7TH AVE.,LINN,-91.58004,42.03342
10071,HIWAY 20 LIQUOR AND TOBACCO #33 / FORT DODGE,Potential Loyalist,33 NORTH 12TH STREET,WEBSTER,-94.18269,42.50699
4933,RIVER MART #2107,Need Attention,2107 AGENCY ST,DES MOINES,-91.12946,40.81458
5658,CASEY'S GENERAL STORE #3717 / VINTON,Need Attention,1112 W 4TH ST,BENTON,-92.03704,42.16784
10113,BREW #68 / ELDRIDGE,Need Attention,1 GROVE ROAD,SCOTT,-90.54862,41.69493
6127,CORNER MART / MARION,Big Spenders,998 8TH AVE,LINN,-91.59974,42.0342
6298,BP TO GO #6 / MARION,Need Attention,1010 EAST POST ROAD,LINN,-91.59831,42.02019
10062,KWIK STAR #711 / MONONA,Need Attention,12801 FALCON AVE.,CLAYTON,-91.39066,43.04
4369,KUM & GO #28 / NORWALK,Potential Loyalist,2991 SUNSET DR,WARREN,-93.67557,41.49646
5276,CASEY'S GENERAL STORE # 3502/ STANTO,Potential Loyalist,616 HALLAND AVE,MONTGOMERY,-95.09956,40.98652
4643,CUBBY'S RED OAK,Need Attention,"2405, N BROADWAY ST",MONTGOMERY,-95.23292,41.02739
5974,CASEY'S GENERAL STORE #14 / CARLISLE,Big Spenders,105 HWY 5,WARREN,-93.48715,41.49434
2677,HY-VEE FAST & FRESH EXPRESS / CENTERVILLE,Need Attention,607 N 18TH ST,APPANOOSE,-92.86798,40.73775
5601,CASEY'S GENERAL STORE #1889 / MONTICELLO,Big Spenders,627 S MAIN ST,JONES,-91.18615,42.23231
4741,WALGREENS #03700 / COUNCIL BLUFFS,Big Spenders,535 E BROADWAY,POTTAWATTAMIE,-95.83916,41.2656
4782,CASEY'S GENERAL STORE #2529 / LAMONI,Potential Loyalist,406 E MAIN ST,DECATUR,-93.92927,40.62367
5547,CASEY'S GENERAL STORE #3024 / MEDIAPOLIS,Big Spenders,208 WAPPELLO ST,DES MOINES,-91.17003,41.0068
5562,CASEY'S GENERAL STORE #2553 / REDFIELD,Big Spenders,425 2ND ST.,DALLAS,-94.19682,41.58432
5394,CASEY'S GENERAL STORE #2183/DECORAH,Potential Loyalist,1807 OLD STAGE RD.,WINNESHIEK,-91.75445,43.28916
5381,CASEY'S GENERAL STORE # 3546/ MONONA,Need Attention,901 S MAIN ST.,CLAYTON,-91.38979,43.04463
5970,KUM & GO #7701 / DES MOINES,Need Attention,319 7TH ST  STE 101,POLK,-93.62616,41.58629
4983,RIVER MART #14562,Big Spenders,14562 WASHINGTON ROAD,DES MOINES,-91.20964,40.83951
6341,HY-VEE FAST AND FRESH #3 / URBANDALE,Big Spenders,12905 MEREDITH DRIVE,POLK,-93.7956,41.64399
5954,OLD 34 GAS & GRILL / DANVILLE,Need Attention,305 E HWY 34,DES MOINES,-91.31128,40.86397
5611,CASEY'S GENERAL STORE #2908 / ANAMOSA,Big Spenders,1752 HWY 64 E,JONES,-91.2637,42.10296
3710,NEW YORK DOLLAR STORE,Need Attention,219 MAIN ST,LOUISA,-91.36052,41.27955
4779,CASEY'S GENERAL STORE #3782 / MOUNT AYR,Potential Loyalist,1305 E SOUTH STREET,RINGGOLD,-94.25056,40.7109
4731,WALGREENS #05060 / CLIVE,Big Spenders,12753 UNIVERSITY AVE,POLK,-93.7936,41.60042
2689,HY-VEE C-STORE - DOUGLAS,Need Attention,8607 DOUGLAS AVE,POLK,-93.73714,41.62933
4765,KWIK STOP C-STORES / DUBUQUE,Need Attention,2335 UNIVERSITY AVE,DUBUQUE,-90.6969,42.49956
10036,TOBACCO OUTLET PLUS #504 / DUBUQUE,Big Spenders,"806 WACKER DR., STE 140",DUBUQUE,-90.72047,42.49337
5874,KWIK STOP FOOD MART / DUBUQUE,Big Spenders,4039 PENNSYLVANIA AVE,DUBUQUE,-90.74228,42.50067
5659,CASEY'S GENERAL STORE #3679 / STORM LAKE,Need Attention,207 E MILWAUKEE AVE,BUENA VISTA,-95.19893,42.64747
4749,WALGREENS #05239 / DAVENPORT,Big Spenders,1660 W LOCUST ST,SCOTT,-90.60027,41.53823
5141,CASEY'S GENERAL STORE #3418 / GOWRIE,Big Spenders,"1131, MARKET ST",WEBSTER,-94.29035,42.28057
6069,BIG 10 MART #12 / DUBUQUE,Big Spenders,405 RHOMBERG,DUBUQUE,-90.66609,42.51268
6244,KWIK STAR #1146 / CEDAR RAPIDS,Need Attention,4201 16TH AVENUE SOUTHWEST,LINN,-91.72716,41.96376
5546,CASEY'S GENERAL STORE #2341 / NEWTON,Big Spenders,3104 1ST AVE E,JASPER,-93.01378,41.69917
6105,BREW OIL #42,Big Spenders,210 W MAIN ST,SAC,-94.98648,42.42185
2719,HY-VEE FAST AND FRESH / WAUKEE,Potential Loyalist,2855 GRAND PRAIRIE PARKWAY,DALLAS,-93.85443,41.58021
5850,CASEY'S GENERAL STORE #2684 - DURANT,Big Spenders,504 5TH STREET,CEDAR,-90.91255,41.60098
6279,BP TO GO  #3 / CEDAR RAPIDS,Big Spenders,1581 1ST AVENUE SOUTHEAST,LINN,-91.64985,41.98953
4923,CASEY'S GENERAL STORE #2270 / AURELIA,Need Attention,100 PEARL ST,CHEROKEE,-95.43762,42.71205
4745,WALGREENS #05042 / CEDAR RAPIDS,Need Attention,3325 16TH AVE SW,LINN,-91.71538,41.96358
4541,CASEY'S GENERAL STORE #1045 / DELMAR,Need Attention,502 MARKET,CLINTON,-90.60656,42.00365
4787,380BP / SWISHER,Big Spenders,2722 NE 120TH ST,JOHNSON,-91.66458,41.84791
4497,CASEY'S GENERAL STORE #20 / ALDEN,Big Spenders,"1008, GRAND",HARDIN,-93.38029,42.51421
6123,PRESTON COUNTRY STORE,Big Spenders,21 E WHITE ST,JACKSON,-90.39367,42.05255
6186,SAVE MORE SUPER MARKET / DAVENPORT,Need Attention,"6723 NORTHWEST BOULEVARD, UNIT 2",SCOTT,-90.60986,41.58956
6230,BREW #1 WEST LAKE GENERAL STORE / STORM LAKE,Need Attention,6087 IOWA 110,BUENA VISTA,-95.23977,42.63326
5641,CASEY'S GENERAL STORE #1729 / ARLINGTON,Need Attention,400 PARRIOTT ST,BUTLER,-92.87502,42.58402
2722,HY-VEE GAS #5 / DAVENPORT,Need Attention,2353 W LOCUST ST,SCOTT,-90.61221,41.53819
6062,KARLS GROCERY / EDGEWOOD,Big Spenders,101 W MADISON,IOWA,-91.4015,42.64535
2837,CVS PHARMACY #8544 / WATERLOO,Need Attention,1825 E. SAN MARNAN DRIVE,BLACK HAWK,-92.32131,42.4671
5823,CASEY'S GENERAL STORE #2431 / SIOUX CENTER,Big Spenders,8 7TH ST NE,SIOUX,-96.17541,43.08429
4989,CASEY'S GENERAL STORE #3322 / IOWA CITY,Big Spenders,1904 BROADWAY ST,JOHNSON,-91.52049,41.64067
5994,HAWKEYE SMOKE AND LIQUOR / IOWA CITY,Big Spenders,108 E. COLLEGE ST,JOHNSON,-91.5342,41.65896
6247,MINI MART #3 / CHARLES CITY,Need Attention,1200 N GRAND AVE,FLOYD,-92.67254,43.07529
5961,CASEY'S GENERAL STORE #63 / ROCK RAPIDS,Need Attention,709 1ST AVE,LYON,-96.17487,43.4319
5294,YESWAY STORE # 10022/ WATERLOO,Need Attention,1976 FRANKLIN ST,BLACK HAWK,-92.31511,42.49538
6138,URBAN FUEL EXPRESS / IOWA CITY,Need Attention,2580 MOSS RIDGE RD,JOHNSON,-91.49585,41.69328
9002,MISSISSIPPI RIVER DISTILLERY - LECLAIRE (ET),Need Attention,303 N CODY RD,SCOTT,-90.3436,41.59973
6181,HY-VEE GAS #2 / CORALVILLE,Big Spenders,3290 CROSSPARK ROAD,JOHNSON,-91.60636,41.71868
5755,CASEY'S GENERAL STORE #0007 / OTTUMWA,Big Spenders,1001 E MAIN ST,WAPELLO,-92.4017,41.01069
6157,OKOBOJI GAS COMPANY / MILFORD,Big Spenders,2098 HWY 86,DICKINSON,-95.17827,43.34405
5418,CASEY'S GENERAL STORE # 2780/CEDAR RAPIDS,Big Spenders,5555 EDGEWOOD RD NE,LINN,-91.70137,42.03402
5837,CASEY'S GENERAL STORE #2681 / OKOBOJI,Big Spenders,1802 HWY 71 N,DICKINSON,-95.1272,43.39208
5379,YESWAY STORE # 1036/ KANAWHA,Need Attention,102 NORTH MAIN STREET,HANCOCK,-93.79318,42.9343
6200,HY-VEE C STORE / MT. PLEASANT,Need Attention,1702 EAST WASHINGTON STREET,HENRY,-91.52836,40.96218
6114,STAN'S CORNER / LAKE PARK,Need Attention,301 N MARKET STREET,DICKINSON,-95.32064,43.45607
5392,CASEY'S GENERAL STORE # 1861/ BONDURANT,Potential Loyalist,1455 GRANT STREET SOUTH,POLK,-93.46331,41.6886
6300,SOUTHGATE WINE & SPIRITS / AMES,Big Spenders,110 AIRPORT ROAD,STORY,-93.61078,42.00106
4428,KUM & GO #200 / AMES,Champions,4510 MORTENSEN RD,STORY,-93.67956,42.01212
5921,CASEY'S GENERAL STORE #2099 / CLIVE,Big Spenders,2250 WOODLANDS PKWY,POLK,-93.80082,41.61444
6011,CASEY'S GENERAL STORE #2437 / MASON CITY,Big Spenders,2701 19TH ST SW,CERRO GORDO,-93.24101,43.13379
6003,CASEY'S GENERAL STORE #2298 / AMES,Big Spenders,428 LINCOLN WAY,STORY,-93.61659,42.02292
4515,CASEY'S GENERAL STORE #1588 / DOWS,Need Attention,2721 DOWS WILLIAMS RD,WRIGHT,-93.50899,42.65669
5778,CASEY'S GENERAL STORE #2474 / HUXLEY,Big Spenders,104 N HWY 69,STORY,-93.60053,41.89277
6170,CASEY'S GENERAL STORE #4 / DES MOINES,Big Spenders,6565 NW 6TH DR,POLK,-93.62959,41.67966
6167,SPEEDEE MART 1515 / COUNCIL BLUFFS,Big Spenders,2301 S 24TH ST,POTTAWATTAMIE,-95.87853,41.23908
10021,WORLD CLASS LIQUOR AND TOBACCO / BONDURANT,Big Spenders,96 PAINE CIRCLE SE 1 & 2,POLK,-93.44951,41.69891
4798,WALGREENS #05721 / DES MOINES,Need Attention,3140 SE 14TH ST,POLK,-93.59683,41.55602
5809,CASEY'S GENERAL STORE #26 / PERRY,Need Attention,2617 WILLIS AVE,DALLAS,-94.08597,41.83845
4537,CASEY'S GENERAL STORE #1834 / LEON,Potential Loyalist,401 NW CHURCH ST,DECATUR,-93.74789,40.74218
4056,TARGET STORE T-0860 / WEST BURLINGTON,Need Attention,525 S GEAR AVE,DES MOINES,-91.16999,40.82123
5811,CASEY'S GENERAL STORE #2629 / RIVERSIDE,Need Attention,200 E 1ST ST,WASHINGTON,-91.5783,41.48002
4513,CASEY'S GENERAL STORE #1144 / POLK CITY,Big Spenders,1100 S 3RD ST,POLK,-93.71774,41.76389
5182,MEGA SAVER #1749 / COUNCIL BLUFFS,Potential Loyalist,1749 W BROADWAY,POTTAWATTAMIE,-95.87013,41.26145
5991,CASEY'S GENERAL STORE #1827 / KNOXVILLE,Potential Loyalist,1007 N LINCOLN ST,MARION,-93.10948,41.32712
5966,CASEY'S GENERAL STORE #22 / CHARITON,Need Attention,1421 COURT AVE,LUCAS,-93.3156,41.01447
2695,HY-VEE GAS #4 / DES MOINES,Need Attention,4701 FLEUR DR,POLK,-93.64496,41.54214
5751,CASEY'S GENERAL STORE #2346 / BURLINGTON,Big Spenders,2630 SUMMER ST,DES MOINES,-91.11753,40.78009
5967,CASEY'S GENERAL STORE #1728 / RED OAK,Potential Loyalist,1310 N BROADWAY ST,MONTGOMERY,-95.23273,41.01644
5576,CASEY'S GENERAL STORE #3449 / WAPELLO,Big Spenders,13410 IA HWY 78,LOUISA,-91.18502,41.08781
4402,KUM & GO #80 / RIVERSIDE,Big Spenders,1178 ENTERPRISE DR,WASHINGTON,-91.55455,41.48765
5754,CASEY'S GENERAL STORE #2342 / BURLINGTON,Big Spenders,3105 WEST AVE,DES MOINES,-91.14075,40.8004
5841,SWEETWATER SPIRITS - LIVERMORE,Need Attention,405 4TH AVENUE,HUMBOLDT,-94.18523,42.86846
2851,CVS / PHARMACY #10282 / FORT DODGE,Need Attention,2029 5TH AVE SOUTH,WEBSTER,-94.17008,42.50112
4527,CASEY'S GENERAL STORE #30 / GILMORE CITY,Need Attention,105 SE FIRST ST,HUMBOLDT,-94.44175,42.7322
4712,WALGREENS #11942 / DUBUQUE,Need Attention,345 E 20TH ST,DUBUQUE,-90.66697,42.5121
10121,BIG 10 MART #18 / DAVENPORT,Big Spenders,5310 CORPORATE PARK DRIVE,SCOTT,-90.51722,41.57541
5746,CASEY'S GENERAL STORE #3037 / CHEROKEE,Need Attention,1200 N 2ND ST,CHEROKEE,-95.55235,42.76441
3871,TARGET STORE T-0069 / WDM,Potential Loyalist,1800  35TH ST,POLK,-93.75118,41.54415
4861,THE STATION / CEDAR RAPIDS,Big Spenders,3645 STONE CREEK CIRCLE SW,LINN,-91.74741,41.94366
5156,CASEY'S GENERAL STORE #1020  / LE CL,Need Attention,210 JONES ST,SCOTT,-90.34592,41.59857
4210,SICHANH LIQUOR STORE,Big Spenders,812 FLINDT DR,BUENA VISTA,-95.18881,42.64551
5647,YESWAY #1169 / STORM LAKE,Need Attention,1101 LAKE AVE,BUENA VISTA,-95.20081,42.65137
5760,CASEY'S GENERAL STORE #72 / TIPTON,Need Attention,1107 CEDAR ST,CEDAR,-91.1284,41.77712
6025,CASEY'S GENERAL STORE #3030 / STORM LAKE,Need Attention,825 FLINDT DR,BUENA VISTA,-95.19057,42.64648
10120,BP / WELTON,Need Attention,2576 190TH STREET,CLINTON,-90.59163,41.9019
4711,WALGREENS #06154 / DUBUQUE,Need Attention,2260 JOHN F KENNEDY RD,DUBUQUE,-90.72048,42.51138
6232,KWIK STAR #1154 / SHELDON,Need Attention,1521 PARK STREET,O'BRIEN,-95.83708,43.18602
5972,CASEY'S GENERAL STORE #1623 / INDIANOLA,Big Spenders,607 N JEFFERSON WAY,WARREN,-93.55835,41.36618
3652,DISCOUNT LIQUORS OF IDA GROVE,Need Attention,604 W 2ND,IDA,-95.47298,42.34509
4714,WALGREENS #05943 / INDIANOLA,Need Attention,1000 N JEFFERSON ST,WARREN,-93.55823,41.35194
5959,YOUR PRIVATE BAR / URBANDALE,Need Attention,3040 104TH ST  STE 3056,POLK,-93.76057,41.6225
4365,KUM & GO #222 / WEST ST GRINNELL,Big Spenders,1002 WEST ST,POWESHIEK,-92.72737,41.74512
2844,CVS PHARMACY #8547 / IOWA CITY,Need Attention,2425 MUSCATINE AVE,JOHNSON,-91.49987,41.64957
5389,CASEY'S GENERAL STORE # 2511/ CRESCO,Big Spenders,601 2ND AVE. S.W.,HOWARD,-92.12484,43.37111
9049,TYCOGA VINEYARD & WINERY (ET),Need Attention,2585 195TH ST,CLINTON,-90.58872,41.89218
10130,WILDCAT DISTILLING / WEBSTER CITY (ET),Need Attention,626 2ND ST,HAMILTON,-93.82051,42.46942
4793,FORT MADISON FAST BREAK,Big Spenders,5002 AVENUE O,LEE,-91.37742,40.62408
10124,BREW #55 / CEDAR RAPIDS,Need Attention,2904 CENTER POINT ROAD NE,LINN,-91.66285,42.00721
4709,WALGREENS #12108 / AMES,Need Attention,2719 GRAND AVE,STORY,-93.62064,42.04935
10111,CASEY'S #4315 - AMES,Big Spenders,3218 ORION DRIVE,STORY,-93.62169,42.05437
4761,WALGREENS #03590 / WATERLOO,Need Attention,3910 UNIVERSITY AVE,BLACK HAWK,-92.40291,42.50498
6014,CASEY'S GENERAL STORE #1621 / MASON CITY,Need Attention,610 S MONROE AVE,CERRO GORDO,-93.20904,43.146
10112,CASEY'S #4314 - AMES,Big Spenders,1118 SOUTH DUFF AVENUE,STORY,-93.61028,42.01222
2852,CVS PHARMACY #10329 / MERLE HAY,Need Attention,2303 MERLE HAY RD,POLK,-93.69778,41.61568
4351,KUM & GO #301 / CLEAR LAKE,Big Spenders,2325 7TH AVE N,CERRO GORDO,-93.35981,43.14529
10032,KWIK STAR #1158 / AMES,Big Spenders,1910 ISAAC NEWTON DR.,STORY,-93.58757,42.00956
6084,CIRCLE K #22654123 / BOONE,Need Attention,315 STORY ST,BOONE,-93.88,42.05878
4796,WALGREENS #04714 / DES MOINES,Need Attention,4555 FLEUR DR,POLK,-93.64495,41.54292
2710,HY-VEE GAS #1 / OTTUMWA,Need Attention,1027 N QUINCY AVE,WAPELLO,-92.43846,41.0161
5759,CASEY'S GENERAL STORE #42 / WELLMAN,Big Spenders,700 6TH ST,WASHINGTON,-91.83643,41.46744
10043,GARNAVILLO SPEEDE SHOPPE / GARNAVILLO,Need Attention,204 N MAIN ST.,CLAYTON,-91.23607,42.86876
5217,CASEY'S GENERAL STORE #1511 / SEYMOU,Need Attention,500 W MAIN ST,WAYNE,-93.12112,40.68146
2693,HY-VEE FAST & FRESH EXPRESS / CRESTON,Need Attention,600 SHELDON STREET STE A,UNION,-94.37245,41.05153
4542,CASEY'S GENERAL STORE #2994 / LAUREN,Potential Loyalist,520 W MAIN ST,POCAHONTAS,-94.85571,42.84676
6132,DUBUQUE WINE & SPIRITS,Champions,3305 ASBURY RD,DUBUQUE,-90.72093,42.5124
4685,KWIK STOP FOOD MART,Need Attention,2360 CENTRAL,DUBUQUE,-90.6727,42.51577
4658,CASEY'S GENERAL STORE #3027 / IOWA FALLS,Big Spenders,904 WASHINGTON AVE,HARDIN,-93.26837,42.51963
10132,BREW #56 / CEDAR RAPIDS,Need Attention,1001 1ST AVENUE SOUTHWEST,LINN,-91.68479,41.97244
4706,WALGREENS #05144 / CLINTON,Need Attention,1905 N 2ND ST,CLINTON,-90.1821,41.86638
4751,WALGREENS #03595 / DAVENPORT,Need Attention,1720 W KIMBERLY RD,SCOTT,-90.60132,41.56009
5711,CASEY'S GENERAL STORE #2864/EVANSDALE,Big Spenders,1038 RIVER FOREST ROAD,BLACK HAWK,-92.29776,42.46365
5848,WEST FORTY MARKET - GREENE,Need Attention,107 E TRAER ST,BUTLER,-92.80182,42.89589
2692,HY-VEE FAST & FRESH EXPRESS -OSCELOA,Need Attention,518 W MCLANE STREET,CLARKE,-93.77252,41.03062
5898,URBAN FUEL LLC / NORTH LIBERTY,Need Attention,1 HAWKEYE DRIVE,JOHNSON,-91.60718,41.73446
5721,WEST MAIN LIQUOR,Need Attention,306 W MAIN ST. SUITE C,WINNESHIEK,-91.86762,43.183
4343,BEST FOOD MART / DES MOINES,Potential Loyalist,4028 NE 14TH ST,POLK,-93.63692,41.63432
10078,KWIK STAR #1155 / PLEASANT HILL,Big Spenders,1101 NE 56TH STREET,POLK,-93.50323,41.59985
10133,LATIMER GROCERY / LATIMER,Need Attention,110 NORTH AKIR STREET,FRANKLIN,-93.36825,42.76387
6325,HY-VEE GAS / NEWTON,Need Attention,1421 1ST AVENUE EAST,JASPER,-93.03507,41.69906
5452,CASEY'S GENERAL STORE # 1591/ DECORAH,Potential Loyalist,401 COLLEGE DR.,WINNESHIEK,-91.79783,43.30899
10109,ROSS TOBACCO SHOP / OTTUMWA,Need Attention,129 EAST 2ND STREET,WAPELLO,-92.41097,41.01797
10138,BRADY MART / DAVENPORT,Champions,3107 NORTH BRADY STREET,SCOTT,-90.56972,41.55216
6270,SUNDSTOP / OLIN,Need Attention,400 JACKSON STREET,JONES,-91.14191,41.99813
5764,CASEY'S GENERAL STORE #1484 / MUSCATINE,Need Attention,1111 OREGON ST,MUSCATINE,-91.06328,41.4042
10146,BROOKLYN GROCERY / BROOKLYN,Big Spenders,122 E. FRONT ST.,POWESHIEK,-92.44518,41.72856
6104,BREW OIL #33 / STORM LAKE,Big Spenders,1201 LAKESHORE DR,BUENA VISTA,-95.18582,42.63489
10135,"BUDDAS ONE STOP, LLC",Big Spenders,1118 HWY. 30,CEDAR,-91.16087,41.88847
10134,"FAREWAY STORES, INC. #232 / WEST DES MOINES",Champions,9080 MILLS CIVIC PARKWAY,POLK,-93.83268,41.55883
4825,CASEY'S GENERAL STORE #3212 / OSCEOLA,Big Spenders,100 W MCLANE ST,CLARKE,-93.76603,41.03064
6131,LEEDS FOOD N FUEL / SIOUX CITY,Need Attention,4004 FLOYD BLVD,WOODBURY,-96.35965,42.54125
5638,CASEY'S GENERAL STORE #3757 / IDA GROVE,Need Attention,401 E HWY 175,IDA,-95.46628,42.34948
6010,CASEY'S GENERAL STORE #1084 / EVANSDALE,Big Spenders,3601 LAFAYETTE RD,BLACK HAWK,-92.28792,42.47719
9047,REVELTON DISTILLING COMPANY (ET),Big Spenders,1400 W CLAY ST,CLARKE,-93.78719,41.04146
10126,BREW #57 / CEDAR RAPIDS,Need Attention,4201 CENTER POINT ROAD NORTHEAST,LINN,-91.66561,42.02193
4692,WALGREENS #05886 / KEOKUK,Need Attention,1215 MAIN ST,LEE,-91.38946,40.40169
6274,OSKALOOSA WATERING HOLE,Need Attention,1911 17TH AVENUE EAST,MAHASKA,-92.62274,41.27906
4744,WALGREENS #03875 / CEDAR RAPIDS,Need Attention,2821 1ST AVE SE,LINN,-91.63481,42.00552
4353,KUM & GO #302 / CLEAR LAKE,Big Spenders,2905 FOURTH AVENUE,CERRO GORDO,-93.35316,43.13371
2849,CVS PHARMACY #10162 / DES MOINES,Need Attention,3151 SE 14TH ST,POLK,-93.59682,41.55564
5269,BUDZZ / ALBURNETT,Need Attention,105 S MAIN AVE,LINN,-91.61857,42.14806
10136,STAR LIQUOR TOBACCO AND VAPE / WAUKEE,Potential Loyalist,23 NORTHEAST CAREFREE LANE,DALLAS,-93.86911,41.61605
5531,MCDERMOTT OIL CO,Need Attention,1501 1ST AVE E,DUBUQUE,-90.99438,42.30641
10142,BREW #62 / DAVENPORT,Need Attention,2805 TELEGRAPH ROAD,SCOTT,-90.6217,41.51901
10144,BREW #67 / DAVENPORT,Need Attention,1136 EAST LOCUST STREET,SCOTT,-90.55889,41.53828
10143,BREW #63 / DAVENPORT,Need Attention,3129 ROCKINGHAM ROAD,SCOTT,-90.62181,41.50993
6058,PANTHER TRAVEL CENTER / CEDAR FALLS,Need Attention,1525 W RIDGEWAY AVE,BLACK HAWK,-92.46091,42.46946
6134,AKRON STOP / ALGONA,Need Attention,107 US HWY 18,KOSSUTH,-94.23912,43.08281
2854,CVS / PHARMACY #10480 / URBANDALE,Need Attention,14201 HICKMAN RD,POLK,-93.81356,41.61495
2848,CVS PHARMACY #10114 / ANKENY,Need Attention,104 E FIRST ST,POLK,-93.60065,41.73194
4800,WALGREENS #07968 / DES MOINES,Need Attention,6200 SE 14TH ST,POLK,-93.59679,41.52856
2845,CVS PHARMACY #4816 / COUNCIL BLUFFS,Need Attention,545 W WASHINGTON ST,POTTAWATTAMIE,-95.85122,41.26263
5637,CATFISH CHARLIE'S,Need Attention,1630 EAST 16TH ST,DUBUQUE,-90.6516,42.51305
9051,WILDCAT DISTILLING / DUNCOMBE,Need Attention,2652 235TH ST,WEBSTER,-94.07479,42.44867
10150,WYCH DR DISTILLING CO / ET,Need Attention,314 S 5TH ST,CHEROKEE,-95.55575,42.74738
10145,"NUEVO VALLARTA GROCERY & JEWELRY, LLC / SIOUX CITY /",Need Attention,1803 SOUTH MAIN AVENUE,SIOUX,-96.17533,43.05845
6033,CASEY'S GENERAL STORE #2477 / LE MARS,Need Attention,101 5TH AVE SW,PLYMOUTH,-96.17377,42.7915
5171,GARY'S LIQUOR & WINE LTD,Big Spenders,"110, E JEFFERSON ST",DELAWARE,-91.34412,42.47374
4801,WALGREENS #05852 / DES MOINES,Need Attention,3030 UNIVERSITY AVE,POLK,-93.65862,41.60038
4718,WALGREENS #06623 / WEST DES MOINES,Big Spenders,1660 22ND ST,POLK,-93.7369,41.59776
